#node	identifier	category	term ID	term description
TIP2-2	3702.Q41975	UniProt Keywords	KW-0677	Repeat
TIP2-2	3702.Q41975	UniProt Keywords	KW-0812	Transmembrane
TIP2-2	3702.Q41975	UniProt Keywords	KW-0813	Transport
TIP2-2	3702.Q41975	UniProt Keywords	KW-0926	Vacuole
TIP2-2	3702.Q41975	UniProt Keywords	KW-1133	Transmembrane helix
TIP2-2	3702.Q41975	Pfam	PF00230	Major intrinsic protein
TIP2-2	3702.Q41975	InterPro	IPR000425	Major intrinsic protein
TIP2-2	3702.Q41975	InterPro	IPR022357	Major intrinsic protein, conserved site
TIP2-2	3702.Q41975	InterPro	IPR023271	Aquaporin-like
TIP2-2	3702.Q41975	InterPro	IPR034294	Aquaporin transporter
TIP2-3	3702.Q9FGL2	GO Process	GO:0006810	Transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0006811	Ion transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0006812	Cation transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0006833	Water transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0009987	Cellular process
TIP2-3	3702.Q9FGL2	GO Process	GO:0015837	Amine transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0015843	Methylammonium transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0019755	One-carbon compound transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0034220	Ion transmembrane transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0042044	Fluid transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0051179	Localization
TIP2-3	3702.Q9FGL2	GO Process	GO:0051234	Establishment of localization
TIP2-3	3702.Q9FGL2	GO Process	GO:0055085	Transmembrane transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0071702	Organic substance transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0071705	Nitrogen compound transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0072489	Methylammonium transmembrane transport
TIP2-3	3702.Q9FGL2	GO Process	GO:0098655	Cation transmembrane transport
TIP2-3	3702.Q9FGL2	GO Function	GO:0005215	Transporter activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0005275	Amine transmembrane transporter activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0005372	Water transmembrane transporter activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0008324	Cation transmembrane transporter activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0015075	Ion transmembrane transporter activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0015200	Methylammonium transmembrane transporter activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0015250	Water channel activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0015267	Channel activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0022803	Passive transmembrane transporter activity
TIP2-3	3702.Q9FGL2	GO Function	GO:0022857	Transmembrane transporter activity
TIP2-3	3702.Q9FGL2	GO Component	GO:0000325	Plant-type vacuole
TIP2-3	3702.Q9FGL2	GO Component	GO:0005622	Intracellular anatomical structure
TIP2-3	3702.Q9FGL2	GO Component	GO:0005737	Cytoplasm
TIP2-3	3702.Q9FGL2	GO Component	GO:0005773	Vacuole
TIP2-3	3702.Q9FGL2	GO Component	GO:0005774	Vacuolar membrane
TIP2-3	3702.Q9FGL2	GO Component	GO:0009705	Plant-type vacuole membrane
TIP2-3	3702.Q9FGL2	GO Component	GO:0016020	Membrane
TIP2-3	3702.Q9FGL2	GO Component	GO:0016021	Integral component of membrane
TIP2-3	3702.Q9FGL2	GO Component	GO:0031090	Organelle membrane
TIP2-3	3702.Q9FGL2	GO Component	GO:0031224	Intrinsic component of membrane
TIP2-3	3702.Q9FGL2	GO Component	GO:0042807	Central vacuole
TIP2-3	3702.Q9FGL2	GO Component	GO:0043226	Organelle
TIP2-3	3702.Q9FGL2	GO Component	GO:0043227	Membrane-bounded organelle
TIP2-3	3702.Q9FGL2	GO Component	GO:0043229	Intracellular organelle
TIP2-3	3702.Q9FGL2	GO Component	GO:0043231	Intracellular membrane-bounded organelle
TIP2-3	3702.Q9FGL2	GO Component	GO:0098588	Bounding membrane of organelle
TIP2-3	3702.Q9FGL2	GO Component	GO:0110165	Cellular anatomical entity
TIP2-3	3702.Q9FGL2	STRING clusters	CL:29783	Mixed, incl. Proteoglycan, and Peptidyl-proline modification
TIP2-3	3702.Q9FGL2	STRING clusters	CL:29784	Mixed, incl. Proteoglycan, and Galactosyltransferase
TIP2-3	3702.Q9FGL2	STRING clusters	CL:29908	Proteoglycan, and N-1-naphthylphthalamic acid binding
TIP2-3	3702.Q9FGL2	STRING clusters	CL:30002	Mostly uncharacterized, incl. Methylammonium transmembrane transport, and Arabinogalactan peptide
TIP2-3	3702.Q9FGL2	STRING clusters	CL:30004	Mixed, incl. Methylammonium transmembrane transport, and Arabinogalactan peptide
TIP2-3	3702.Q9FGL2	Reactome	MAP-382551	Transport of small molecules
TIP2-3	3702.Q9FGL2	Reactome	MAP-432047	Passive transport by Aquaporins
TIP2-3	3702.Q9FGL2	Reactome	MAP-445717	Aquaporin-mediated transport
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0000325	Plant-type vacuole
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0005622	Intracellular
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0005737	Cytoplasm
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0005773	Vacuole
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0005774	Vacuolar membrane
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0009705	Plant-type vacuole membrane
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0016020	Membrane
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0031090	Organelle membrane
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0042807	Central vacuole
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0043226	Organelle
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0043229	Intracellular organelle
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
TIP2-3	3702.Q9FGL2	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
TIP2-3	3702.Q9FGL2	UniProt Keywords	KW-0007	Acetylation
TIP2-3	3702.Q9FGL2	UniProt Keywords	KW-0472	Membrane
TIP2-3	3702.Q9FGL2	UniProt Keywords	KW-0488	Methylation
TIP2-3	3702.Q9FGL2	UniProt Keywords	KW-0677	Repeat
TIP2-3	3702.Q9FGL2	UniProt Keywords	KW-0812	Transmembrane
TIP2-3	3702.Q9FGL2	UniProt Keywords	KW-0813	Transport
TIP2-3	3702.Q9FGL2	UniProt Keywords	KW-0926	Vacuole
TIP2-3	3702.Q9FGL2	UniProt Keywords	KW-1133	Transmembrane helix
TIP2-3	3702.Q9FGL2	Pfam	PF00230	Major intrinsic protein
TIP2-3	3702.Q9FGL2	InterPro	IPR000425	Major intrinsic protein
TIP2-3	3702.Q9FGL2	InterPro	IPR022357	Major intrinsic protein, conserved site
TIP2-3	3702.Q9FGL2	InterPro	IPR023271	Aquaporin-like
TIP2-3	3702.Q9FGL2	InterPro	IPR034294	Aquaporin transporter
TIP5-1	3702.Q9STX9	GO Process	GO:0000003	Reproduction
TIP5-1	3702.Q9STX9	GO Process	GO:0003006	Developmental process involved in reproduction
TIP5-1	3702.Q9STX9	GO Process	GO:0006810	Transport
TIP5-1	3702.Q9STX9	GO Process	GO:0006833	Water transport
TIP5-1	3702.Q9STX9	GO Process	GO:0007275	Multicellular organism development
TIP5-1	3702.Q9STX9	GO Process	GO:0007276	Gamete generation
TIP5-1	3702.Q9STX9	GO Process	GO:0009555	Pollen development
TIP5-1	3702.Q9STX9	GO Process	GO:0009987	Cellular process
TIP5-1	3702.Q9STX9	GO Process	GO:0015840	Urea transport
TIP5-1	3702.Q9STX9	GO Process	GO:0019755	One-carbon compound transport
TIP5-1	3702.Q9STX9	GO Process	GO:0019953	Sexual reproduction
TIP5-1	3702.Q9STX9	GO Process	GO:0022412	Cellular process involved in reproduction in multicellular organism
TIP5-1	3702.Q9STX9	GO Process	GO:0022414	Reproductive process
TIP5-1	3702.Q9STX9	GO Process	GO:0030154	Cell differentiation
TIP5-1	3702.Q9STX9	GO Process	GO:0032501	Multicellular organismal process
TIP5-1	3702.Q9STX9	GO Process	GO:0032502	Developmental process
TIP5-1	3702.Q9STX9	GO Process	GO:0032504	Multicellular organism reproduction
TIP5-1	3702.Q9STX9	GO Process	GO:0042044	Fluid transport
TIP5-1	3702.Q9STX9	GO Process	GO:0042886	Amide transport
TIP5-1	3702.Q9STX9	GO Process	GO:0048229	Gametophyte development
TIP5-1	3702.Q9STX9	GO Process	GO:0048232	Male gamete generation
TIP5-1	3702.Q9STX9	GO Process	GO:0048235	Pollen sperm cell differentiation
TIP5-1	3702.Q9STX9	GO Process	GO:0048609	Multicellular organismal reproductive process
TIP5-1	3702.Q9STX9	GO Process	GO:0048856	Anatomical structure development
TIP5-1	3702.Q9STX9	GO Process	GO:0048869	Cellular developmental process
TIP5-1	3702.Q9STX9	GO Process	GO:0051179	Localization
TIP5-1	3702.Q9STX9	GO Process	GO:0051234	Establishment of localization
TIP5-1	3702.Q9STX9	GO Process	GO:0055046	Microgametogenesis
TIP5-1	3702.Q9STX9	GO Process	GO:0055085	Transmembrane transport
TIP5-1	3702.Q9STX9	GO Process	GO:0071702	Organic substance transport
TIP5-1	3702.Q9STX9	GO Process	GO:0071705	Nitrogen compound transport
TIP5-1	3702.Q9STX9	GO Process	GO:0071918	Urea transmembrane transport
TIP5-1	3702.Q9STX9	GO Function	GO:0005215	Transporter activity
TIP5-1	3702.Q9STX9	GO Function	GO:0005372	Water transmembrane transporter activity
TIP5-1	3702.Q9STX9	GO Function	GO:0015204	Urea transmembrane transporter activity
TIP5-1	3702.Q9STX9	GO Function	GO:0015250	Water channel activity
TIP5-1	3702.Q9STX9	GO Function	GO:0015267	Channel activity
TIP5-1	3702.Q9STX9	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
TIP5-1	3702.Q9STX9	GO Function	GO:0022803	Passive transmembrane transporter activity
TIP5-1	3702.Q9STX9	GO Function	GO:0022857	Transmembrane transporter activity
TIP5-1	3702.Q9STX9	GO Function	GO:0042887	Amide transmembrane transporter activity
TIP5-1	3702.Q9STX9	GO Component	GO:0005622	Intracellular anatomical structure
TIP5-1	3702.Q9STX9	GO Component	GO:0005737	Cytoplasm
TIP5-1	3702.Q9STX9	GO Component	GO:0005739	Mitochondrion
TIP5-1	3702.Q9STX9	GO Component	GO:0016020	Membrane
TIP5-1	3702.Q9STX9	GO Component	GO:0016021	Integral component of membrane
TIP5-1	3702.Q9STX9	GO Component	GO:0031224	Intrinsic component of membrane
TIP5-1	3702.Q9STX9	GO Component	GO:0042995	Cell projection
TIP5-1	3702.Q9STX9	GO Component	GO:0043226	Organelle
TIP5-1	3702.Q9STX9	GO Component	GO:0043227	Membrane-bounded organelle
TIP5-1	3702.Q9STX9	GO Component	GO:0043229	Intracellular organelle
TIP5-1	3702.Q9STX9	GO Component	GO:0043231	Intracellular membrane-bounded organelle
TIP5-1	3702.Q9STX9	GO Component	GO:0090406	Pollen tube
TIP5-1	3702.Q9STX9	GO Component	GO:0110165	Cellular anatomical entity
TIP5-1	3702.Q9STX9	GO Component	GO:0120025	Plasma membrane bounded cell projection
TIP5-1	3702.Q9STX9	STRING clusters	CL:34446	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP5-1	3702.Q9STX9	STRING clusters	CL:34448	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP5-1	3702.Q9STX9	STRING clusters	CL:34449	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP5-1	3702.Q9STX9	STRING clusters	CL:34450	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP5-1	3702.Q9STX9	STRING clusters	CL:34451	Mixed, incl. Major intrinsic protein, and Aldo/keto reductase family
TIP5-1	3702.Q9STX9	STRING clusters	CL:34452	Major intrinsic protein, and OPT oligopeptide transporter protein
TIP5-1	3702.Q9STX9	STRING clusters	CL:34454	Major intrinsic protein
TIP5-1	3702.Q9STX9	STRING clusters	CL:34456	Major intrinsic protein
TIP5-1	3702.Q9STX9	STRING clusters	CL:34457	Major intrinsic protein
TIP5-1	3702.Q9STX9	STRING clusters	CL:34458	Major intrinsic protein
TIP5-1	3702.Q9STX9	STRING clusters	CL:34461	Mixed, incl. YMGG-like Gly-zipper, and Aquaporin SIP1-1/2-like
TIP5-1	3702.Q9STX9	Reactome	MAP-382551	Transport of small molecules
TIP5-1	3702.Q9STX9	Reactome	MAP-432047	Passive transport by Aquaporins
TIP5-1	3702.Q9STX9	Reactome	MAP-445717	Aquaporin-mediated transport
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0005622	Intracellular
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0005737	Cytoplasm
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0005739	Mitochondrion
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0042995	Cell projection
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0043226	Organelle
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0043229	Intracellular organelle
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0090406	Pollen tube
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
TIP5-1	3702.Q9STX9	COMPARTMENTS	GOCC:0120025	Plasma membrane bounded cell projection
TIP5-1	3702.Q9STX9	UniProt Keywords	KW-0007	Acetylation
TIP5-1	3702.Q9STX9	UniProt Keywords	KW-0472	Membrane
TIP5-1	3702.Q9STX9	UniProt Keywords	KW-0597	Phosphoprotein
TIP5-1	3702.Q9STX9	UniProt Keywords	KW-0677	Repeat
TIP5-1	3702.Q9STX9	UniProt Keywords	KW-0812	Transmembrane
TIP5-1	3702.Q9STX9	UniProt Keywords	KW-0813	Transport
TIP5-1	3702.Q9STX9	UniProt Keywords	KW-1133	Transmembrane helix
TIP5-1	3702.Q9STX9	Pfam	PF00230	Major intrinsic protein
TIP5-1	3702.Q9STX9	InterPro	IPR000425	Major intrinsic protein
TIP5-1	3702.Q9STX9	InterPro	IPR022357	Major intrinsic protein, conserved site
TIP5-1	3702.Q9STX9	InterPro	IPR023271	Aquaporin-like
TIP5-1	3702.Q9STX9	InterPro	IPR034294	Aquaporin transporter
